"internalid","trandate","itemunit","trackingnumber","item_internalid","item_shipquantity","shiptype"
"TOJP202511120027-001","20251117","9","442272650536","T87B0N11","17","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","T8416521","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","T8W11521","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","T8170521","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","T8171321","1","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3119011","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A31190A1","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3133N61","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A31X10Q1","3","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3947N11","2","ç≤êÏ"
"TOJP202511120027-001","20251117","9","442272650536","A3947N21","2","ç≤êÏ"
"TOJP202511130036","20251117","1","442272651166","D0732111","4","ç≤êÏ"
"TOJP202511130033","20251117","1","442272651133","D0732111","4","ç≤êÏ"
"TOJP202511130008","20251117","1","442272650676","D0732111","4","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A91B2NF1","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A91C4N11","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A91C0N11-72","4","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A91C6511","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1665N21","10","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1610022","2","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1610032","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1614031","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1645011","2","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1645021","2","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1645031","2","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1645051","2","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A16450V1","2","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1645061","2","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1653N61","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1654N11","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1654N21","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1636N13","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1637N11","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1637N21","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1383N21","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1339N11","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1664N11","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1664N21","7","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1657N11","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1657051","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1695N11","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1695N41","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A1638N11","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A80A1N21","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A80A1N31","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A80A1N61","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A80A2N11","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A80A2N21","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A80E1N61","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A8436012","3","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A8436022","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A8552N32","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A8552N62","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A8552N72","1","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A8552NQ2","4","ç≤êÏ"
"TOJP202511120058-001","20251117","2","442272650610","A8552NV2","1","ç≤êÏ"
"TOJP202511130009","20251117","1","442272650680","D0732111","4","ç≤êÏ"
"TOJP202511130068","20251117","7","442272651284","99018000420","100","ç≤êÏ"
"TOJP202511130068","20251117","7","442272651284","99018000421","100","ç≤êÏ"
"TOJP202511130068","20251117","7","442272651284","99018000032","200","ç≤êÏ"
"TOJP202511130068","20251117","7","442272651284","99018000033","200","ç≤êÏ"
"TOJP202511130068","20251117","7","442272651284","99018000034","100","ç≤êÏ"
"TOJP202511130052","20251117","1","442272650783","99018000420","60","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A3388N31","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A3874N21","2","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A3874N31","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A3874N61","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A3874N81","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A8339N21","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A83D1NA1","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A70A1NA1","2","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A83B51A1","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","D0711111","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","D2426N12","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","D2425N11","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","D0719111","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","D4112521","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A31X10Q1","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A3955N21","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A3954N11","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A3954N21","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","B2557N11","3","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","B25M1N11","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","B25M8N21","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A25X1N11","1","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A121CN11","2","ç≤êÏ"
"TOJP202511120060-001","20251117","1","442272650621","A121CN21","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3957N11","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3957N21","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3957N31","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3957N51","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3035Z51","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3878N11","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3878N21","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3388N31","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3874N21","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3874N61","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3874N81","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","D0711111","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","D2426N12","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","D2425N11","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","D0718111","1","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","D0719111","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","D4112521","1","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","D0731111","1","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","T8410N26","5","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","T87B0N11","10","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","T8416521","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","T81A0311","1","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","T8171321","1","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A31X10Q1","4","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3955N11","13","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3955N21","13","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3955N31","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3955NQ1","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3959N21","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3959N51","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3968Z11","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3968Z21","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3968Z61","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3994N11","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3994N21","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3994N31","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3994NQ1","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3954N11","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3954N31","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A3954N61","3","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A2503018","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A2735011","1","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","B2557N11","4","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","B25M1N11","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","B25M8N21","1","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A25X1N11","8","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A25M2N21","2","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A121CN11","7","ç≤êÏ"
"TOJP202511120072-001","20251117","6","442272650901","A121CN21","7","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3947N31","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3947N51","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3947N61","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3955N11","5","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3955N21","5","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3955N31","5","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3955NQ1","3","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3959N11","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3959N21","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3959N31","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3959N51","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3959N61","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3968Z61","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3994N11","3","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3994N21","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3994N31","3","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3994NQ1","3","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3954N11","7","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3954N21","5","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3954N31","7","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3954N61","5","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3937N11","1","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A3937N21","1","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A2735011","1","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","B2557N11","4","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","B25M1N11","5","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","B25M8N21","2","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A25X1N11","10","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A25M2N21","5","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A121CN11","3","ç≤êÏ"
"TOJP202511120028-001","20251117","2","442272650540","A121CN21","3","ç≤êÏ"
"TOJP202511130066","20251117","1","442272651262","99018000420","50","ç≤êÏ"
"TOJP202511130056","20251117","","2037208101062","99018000420","100",""
"TOJP202511130056","20251117","","2037208101062","99018000421","70",""
"TOJP202511130056","20251117","","2037208101062","99018000422","40",""
"TOJP202511130063","20251117","1","442272651236","99018000420","30","ç≤êÏ"
"TOJP202511130063","20251117","1","442272651236","99018000421","20","ç≤êÏ"
"TOJP202511130053","20251117","2","442272651181","99018000420","20","ç≤êÏ"
"TOJP202511130053","20251117","2","442272651181","99018000421","20","ç≤êÏ"
"TOJP202511130053","20251117","2","442272651181","99018000033","100","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3130Z21","1","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3947N11","2","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3947N21","2","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3947N31","2","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3947N51","2","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3947N61","2","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3955N11","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3955N21","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3955N31","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3955NQ1","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3968Z21","2","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3994N11","2","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3994N21","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3994N31","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3994NQ1","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3954N11","7","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3954N21","7","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3954N31","7","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A3954N61","7","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A2735011","1","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","B2557N11","4","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","B25M1N11","5","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","Y1811JA1","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","B25M8N21","1","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A25X1N11","10","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A25M2N21","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A121CN11","3","ç≤êÏ"
"TOJP202511120033-001","20251117","3","442272650562","A121CN21","3","ç≤êÏ"
"TOJP202511130059","20251117","3","442272651192","99018000032","100","ç≤êÏ"
"TOJP202511130059","20251117","3","442272651192","99018000033","100","ç≤êÏ"
"TOJP202511130059","20251117","3","442272651192","99018000034","100","ç≤êÏ"
"TOJP202511120103-001","20251117","6","442272650945","A3035031","2","ç≤êÏ"
"TOJP202511120103-001","20251117","6","442272650945","A3062N11","3","ç≤êÏ"
"TOJP202511120103-001","20251117","6","442272650945","A3028N24","1","ç≤êÏ"
"TOJP202511120103-001","20251117","6","442272650945","A3028N54","1","ç≤êÏ"
"TOJP202511120103-001","20251117","6","442272650945","A3957N11","5","ç≤êÏ"
"TOJP202511120103-001","20251117","6","442272650945","A3957N21","5","ç≤êÏ"
"TOJP202511120103-001","20251117","6","442272650945","A3957N31","5","ç≤êÏ"
"TOJP202511120103-001","20251117","6","442272650945","A3957N51","5","ç≤êÏ"
